businessname,legalowner,namelast,namefirst,licenseno,issdttm,expdttm,licstatus,licensecat,descript,result,resultdttm,violdesc,violstatus,comments,address,city,state,zip
LARRY J'S BBQ CAFE,,Jimerson Enterprises L L C,,80130,2013-01-07T09:54:42Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-06T14:48:28Z,Drying Mops (C),Fail,Keep all in use mops and brooms elevated off the floor a minimum os six inches during storage to reduce potential rodent activity,600   D ST,South Boston,MA,2210
LEE CHEN'S,,Zhao,Zhen,333798,2017-06-21T10:02:29Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_NotReq,2020-11-04T16:36:38Z,,Pass,,475 W Broadway,South Boston,MA,2127
LINCOLN TAVERN,,Conlon,Michael,79301,2012-09-27T11:07:10Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-02-24T13:11:15Z,Linens and Napkins  Use Limitations (C),Fail,Discontinue pre setting table aprons and cloth napkins in the back room -  set up as needed according to business hours of operation to reduce potential contamination,425 W Broadway,South Boston,MA,2127
LINCOLN TAVERN,,Conlon,Michael,79301,2012-09-27T11:07:10Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-02-24T13:11:15Z,Preset Tableware (C),Fail,Discontinue any pre set tableware - set up/ provide utensils and condiments as needed during hours of operation to reduce potential contamination,425 W Broadway,South Boston,MA,2127
LLANERA SUP. MARKET,Guerrero Franklin,Mary De Jesus,,28709,2011-12-12T12:06:59Z,2021-12-31T23:59:00Z,Active,RF,Retail Food,HE_Pass,2021-03-03T10:45:13Z,Handling Prohibition-Animals (Pf),Pass,PIC stated there is a cat on premises. Remove. Only service animals are allowed by code.,260 E Eighth ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Pass,Ensure all foods are elevated off the floor during storage as discussed,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Nonfood-Contact Surfaces (C),Fail,Resurface the black shelving unit containing the glasses being stored in the kitchen / front counter area - visible exposed wood,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Nonfood-Contact Surfaces (C),Pass,Clean inside and outside of all refrigeration / freezer units   all cooking equipment  exterior of all bulk food storage bins from visible  food spills   stains and soils,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Storage of Soiled Linens (C),Pass,Discontinue soiled linen being discarded directly on the basement floor to reduce potential contamination,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Standards-Quality (P),Pass,Interior of the ice machine needs to be cleaned and sanitized prioperly from an accumulation of  visible soils  especially around the interior of the lid and interior filter,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Grease Trap(C),Pass,Clean to remove soils,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Outside Receptacles (C),Pass,Clean all trash receptacles to remive obnoxious odors,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors throughput the kitchen  underneath nall the cooking equipment  floors in the basement and storage areas including the walk-in units from all visible food spills  stains and soils Clean walls behind the cooking line  clean behind the ware washing machine  as well as all walls in the basment from visible food soils,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Wall and Ceiling Coverings and Coatings (C),Fail,There is still some concerns with the lower portion of some of the walls in the kitchen  continue repairs where needed,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Hand Drying Provision (Pf),Pass,Ensure all hand sinks located throughout the restaurant including behind the bar are properly stocked with paper towels  soapo and ampke hot water,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Handwashing Signage  (C),Pass,Properly identify all hand sinks,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Mechanical-Ventilation (C),Pass,Address the ventilatuon issue in the basement- stagnant air and obnoxious odors in the basement need to be addressed properly. Large soiled fan is not a proper way to ventilate the area,143   P ST,South Boston,MA,2127
LOCAL 149,Tower James M Ts,Hamachi L L C,,74840,2011-12-19T13:06:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-07T13:17:36Z,Cleaning of Plumbing Fixtures (C),Pass,Clean all pipes underneath the sinks and hand sinks from visible debris anfd soils,143   P ST,South Boston,MA,2127
LOCO TAQUERIA & OYSTER BAR,Chew Peter,Eric Aulenback,Michael Colon,134050,2015-01-21T10:58:06Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-13T19:57:15Z,,Pass,,412 W Broadway,South Boston,MA,2127
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Food Storage-Preventing Contamination from the Premises (C),Pass,Storing some uncovered produce underneath a prep table - either relocate or cover as discussed,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Nonfood-Contact Surfaces (C),Pass,Missing a barrier on the left side of the hand sink located directly beside the meat slicer  address as discussed,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Cutting Surfaces (C),Pass,Clean all cutting boards to remove all visible soils and lacerations,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,(B) and (C) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (C),Pass,Relocate the ice bin containers with handles scattered in  between the shelving unit and ice machine - store segragated in a clean area as discussed,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Preset Tableware (C),Pass,Remove individually wrapped utensils out on the dining tables during the current COVID-19 crisis,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Service Sink (C),Pass,Remove articles inside the single door mop sink and keep clear so the soiled mop and bucket cab be stored properly  addressed immediately,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Clean floors throughout the kitchen from all visible food spills  stains amd soils,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Floor Covering  Mats and Duckboards (C),Pass,Remove compromised black matts on the floor in front of the cooking line where chef expedites plated meals from,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Using Dressing Rooms and Lockers (C),Pass,Ensure locker rooms are being utilized properly - keep all personal items out of the kitchen / food prep areas and store as discussed,20   Liberty DR,South Boston,MA,2210
LOLA 42,,Coelho,Marco,308743,2017-05-11T10:52:22Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-03T15:26:52Z,Maintaining Premises  Unnecessary Items and Litter (C),Pass,Ensure all CO-2 tanks are properly anchored in the kitchen as discussed,20   Liberty DR,South Boston,MA,2210
LOLITA COCINA & TEQUILA BAR,Boston Hsr South Boston Llc,Coje Management,Mark S. Malatesta,199400,2017-10-13T09:54:35Z,2020-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-10-09T11:20:13Z,Maintaining Premises  Unnecessary Items and Litter (C),Fail,Clean to remove tools and loose debris unaffiliated with the food service area of the kitchen and store segragated as discussed,253   Summer ST,Boston,MA,2127
LULU GREEN CAFE  BAKERY AND JUICE BAR,,Lattouf,Mary,406426,2020-01-22T08:59:06Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-03-23T12:34:54Z,,Pass,,246 W Broadway,South Boston,MA,2127
MOLLY'S FARMHOUSE COFFEE,Kelley John T,Hardin,Gary,352660,2017-12-22T09:20:06Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-04-23T10:18:43Z,,Pass,,16  Preble ST,South Boston,MA,2127
MC GOO'S PIZZA,,Hajdinaj,Bashkim,161237,2016-01-27T10:28:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-01T11:02:39Z,Wiping Cloths  Use Limitation (C),Pass,Keep all wiping cloths in a sanitizing solution when not in use.,479 W Broadway,South Boston,MA,2127
MC GOO'S PIZZA,,Hajdinaj,Bashkim,161237,2016-01-27T10:28:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-01T11:02:39Z,Nonfood Contact Surfaces (C),Fail,Resurface rusted and compromised bottom shelf of the stainless steel prep table by the front counter,479 W Broadway,South Boston,MA,2127
MC GOO'S PIZZA,,Hajdinaj,Bashkim,161237,2016-01-27T10:28:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-01T11:02:39Z,Floors  Walls and Ceilings-Cleanability (C),Pass,There are still some soiled areas of the floors and walls that need to be addressed. Clean to remove all remaining soils around floors and walls  of the  in place equipment,479 W Broadway,South Boston,MA,2127
MC GOO'S PIZZA,,Hajdinaj,Bashkim,161237,2016-01-27T10:28:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-10-01T11:02:39Z,Walls and Ceilings  Attachments (C),Fail,Front door is still broken PIC showed me a new GLASS door that has not been installed as of yet  address immediately,479 W Broadway,South Boston,MA,2127
MOKO,,Lee,Joy,353778,2018-01-11T08:30:23Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-28T13:52:16Z,Floors  Walls and Ceilings-Cleanability (C),Fail,Clean floor behind the bar as well as in the kitchen prep area from all visible food spills  stains and soils,674 E Broadway,South Boston,MA,2127
MOKO,,Lee,Joy,353778,2018-01-11T08:30:23Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-28T13:52:16Z,Handwashing Signage  (C),Fail,Ensure all hand sinks are properly identified as discussed,674 E Broadway,South Boston,MA,2127
MOKO,,Lee,Joy,353778,2018-01-11T08:30:23Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-08-28T13:52:16Z,Maintaining Premises  Unnecessary Items and Litter (C),Fail,Remove all broken and unused equipment in the front of the restaurant,674 E Broadway,South Boston,MA,2127
MOLLY'S BEACHSIDE,George A. Silva,Nahas,Mohamed,335235,2017-08-29T15:29:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-30T15:30:26Z,(A) Certified Food Protection Manager (C),Pass,No allergen awareness verbiage on menu boards  address,165  William J Day BL,South Boston,MA,2127
MOLLY'S BEACHSIDE,George A. Silva,Nahas,Mohamed,335235,2017-08-29T15:29:29Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-30T15:30:26Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,No consumer abvisory  disclosure and reminder for any food items offered undercooked on the menu  address immediately,165  William J Day BL,South Boston,MA,2127
MOONSHINE 152,,Mei,Asia,138482,2015-02-13T14:05:20Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2020-11-04T19:47:59Z,,Pass,,152  Dorchester AVE,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Consumption of Animal Foods that are Raw  Undercooked  or Not Otherwise Processed to Eliminate Pathogens (Pf),Pass,Disclosure / reminder is incomplete  ensure all foods offered under cooked are identified correctly as discussed,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Nonfood-Contact Surfaces (C),Pass,Clean inside and outside of all refrigeration units   freezer units  exterior of all cooking equipment  inside the microwave and exterior of all bulk food containers from food spills  stains and soils,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Ventilation Hood Systems  Filters (C),Pass,Clean filtersin the hood from all visible soils,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Clean Linens (C),Pass,Relocate the clean aprons stored beside the soiuled ones - segragate completely as discussed,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Preset Tableware (C),Pass,Discontinue pre setting tables for lunch / breakfast during the current COVID-19 crisis,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Grease Trap(C),Pass,Clean to remove all grease deposits and grime,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,Floors  Walls and Ceilings-Cleanability (C),Pass,Cleran walls behind the cooking line  floors underneath all cooking equipment from foods spills  stains and soils,455 E First ST,South Boston,MA,2127
MY DINER,,Bashllari,Arben,343399,2018-02-14T09:45:08Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-17T11:29:30Z,,Pass,No 2021 health permit on site address  address,455 E First ST,South Boston,MA,2127
OLGA'S KAFE,,Markos,Olga,410341,2021-02-12T10:42:48Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-23T11:24:45Z,,Pass,,206 W Broadway,South Boston,MA,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,Thawing (C),Pass,Thawing out shaved steak in stagnant water  ensure water is running and not able to collect into pooling water,655   EAST BROADWAY,South Boston,Ma,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,Food Labels (C),Pass,label to identify all bulk food containers as discussed,655   EAST BROADWAY,South Boston,Ma,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,CIP Equipment (C),Pass,Clean the exterior of the pizza ovensd as well as the stand up dough mixer from all visible soils,655   EAST BROADWAY,South Boston,Ma,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,Ventilation Hood Systems  Filters (C),Pass,Clean vents in the hood system above the char grill from a build up of visible soils,655   EAST BROADWAY,South Boston,Ma,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,Grease Trap(C),Pass,Clean grease trap from visible soils,655   EAST BROADWAY,South Boston,Ma,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,Handwashing Signage  (C),Pass,Ensure all hand sinks are clearly identied as discussed throughout the facility,655   EAST BROADWAY,South Boston,Ma,2127
OLYMPIC HOUSE OF PIZZA,Bolger Julilan,Joca,Agron,28456,2012-03-27T13:12:07Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-10T15:34:48Z,Drying Mops (C),Pass,Ensure soiled in use mops are stored elevated off the floor a minimum of six inches when drying,655   EAST BROADWAY,South Boston,Ma,2127
ON THE EDGE NUTRITION,,Baez,Yeison,420956,2020-02-10T08:21:21Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2020-06-26T15:40:59Z,,Pass,,283  Old Colony AVE,South Boston,MA,2127
ON THE EDGE NUTRITION,,Baez,Yeison,420956,2020-02-10T08:21:21Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-02-26T15:42:01Z,,Pass,,283  Old Colony AVE,South Boston,MA,2127
OTTO PIZZA,,Ryan,Sean,414790,2020-02-26T15:36:59Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-02-08T14:52:20Z,,Pass,,416 W Broadway,South Boston,MA,2127
PAN ASIA RESTAURANT,Wong Shui-mei,Mai,Jia Quan,367136,2018-06-27T15:39:15Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-03-11T14:55:52Z,Washing Fruits and Vegetables (C),Pass,Identify prep sink and only use accordingly as discussed,720 E Broadway,South Boston,MA,2127
PAN ASIA RESTAURANT,Wong Shui-mei,Mai,Jia Quan,367136,2018-06-27T15:39:15Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-03-11T14:55:52Z,Nonfood-Contact Surfaces (C),Pass,Remove all soiled cardboard being used to line the shelves and floors,720 E Broadway,South Boston,MA,2127
PAN ASIA RESTAURANT,Wong Shui-mei,Mai,Jia Quan,367136,2018-06-27T15:39:15Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,2021-03-11T14:55:52Z,Service Sink (C),Pass,No enclosed service sink location for soiled mops and bucket  address,720 E Broadway,South Boston,MA,2127
PERKIN'S SQ DELI,One 06 Dorchester St Llc,Fallon,James,18439,2011-12-19T10:37:47Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-11T13:11:37Z,Preventing Contamination from Hands (C),Fail,Ensure no kitchen equipment or trash receptacles are partially blocking the hand sinks in food prep / service locations to assist in hindering staff from washing their hands while working with coffee and foods,106   Dorchester ST,South Boston,MA,2127
PERKIN'S SQ DELI,One 06 Dorchester St Llc,Fallon,James,18439,2011-12-19T10:37:47Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-11T13:11:37Z,Wall and Ceiling Coverings and Coatings (C),Fail,Clean vents in the ceiling above the three bay sink from dust and debris,106   Dorchester ST,South Boston,MA,2127
PERKIN'S SQ DELI,One 06 Dorchester St Llc,Fallon,James,18439,2011-12-19T10:37:47Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-11T13:11:37Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks are clearly and properly identified as such "" HAND WASHING ONLY""",106   Dorchester ST,South Boston,MA,2127
PUBLICO,R & K Inc,Bougas,Theo,314698,2017-03-10T08:29:40Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-12T15:33:35Z,Food Labels (C),Fail,Clearly label tomproperly identify all clear plastic spray bottles scattered throughout the restaurant / bar as well as all bulk food containers,11   Dorchester ST,South Boston,MA,2127
PUBLICO,R & K Inc,Bougas,Theo,314698,2017-03-10T08:29:40Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-12T15:33:35Z,(B) and (C) Equipment  Food-Contact Surfaces  Nonfood-Contact Surfaces  and Utensils (C),Fail,Discontinue the use of milk crates to use as food containers in the kitche - use as discussed during inspection,11   Dorchester ST,South Boston,MA,2127
PUBLICO,R & K Inc,Bougas,Theo,314698,2017-03-10T08:29:40Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-03-12T15:33:35Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks are properly identied as such "" HAND WASHING ONLY """,11   Dorchester ST,South Boston,MA,2127
RED LINE PIZZA AND GRILL,,Aya Pizza L L C,,77211,2012-03-22T09:22:41Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-22T14:38:11Z,Ventilation Hood Systems  Filters (C),Pass,Replace missing filter on the left side of the hood,582  Dorchester AVE,South Boston,MA,2127
RED LINE PIZZA AND GRILL,,Aya Pizza L L C,,77211,2012-03-22T09:22:41Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-22T14:38:11Z,Outside Receptacles (C),Fail,Clean to remove all loose trash and debris along the side of the building past the dumpster,582  Dorchester AVE,South Boston,MA,2127
RED LINE PIZZA AND GRILL,,Aya Pizza L L C,,77211,2012-03-22T09:22:41Z,2020-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2021-03-22T14:38:11Z,Wall and Ceiling Coverings and Coatings (C),Pass,Clean all light shields throughout the store  especially by the front counter from visible soils and what appears to be possibly dead insect Replace broken ceiling tiles where needed,582  Dorchester AVE,South Boston,MA,2127
RONDO'S SUB SHOP,Koufos Evangelos,Koufos,Evangelos,18846,2012-02-10T11:20:33Z,2021-12-31T23:59:00Z,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,2020-12-03T14:39:01Z,Packaged and Unpackaged Food-Separation  Packaging  and Segregation  (C),Fail,Ensure all foods are elevated off the floor a minimum of six inches during storage incliding chips and soda,134 W Broadway,South Boston,MA,2127
ROSA MEXICANO,,Rosa Mexicano Company,,77917,2012-05-15T09:28:51Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2020-11-16T11:50:25Z,Handwashing Signage  (C),Fail,"Ensure all hand sinks are properly labeled and identified stating "" Hand washing only "" as discussed during inspection.",155   SEAPORT BL,South Boston/,MA,2127
ROZA LYONS,,Jimothy Llc,Robert Fitzharris,158528,2016-05-24T08:37:07Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-02-23T15:11:31Z,Wiping Cloths  Use Limitation (C),Fail,Set up as discussed - one for ready to eat foods and one for raw foods,709 E Broadway,South Boston,MA,2127
ROZA LYONS,,Jimothy Llc,Robert Fitzharris,158528,2016-05-24T08:37:07Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Filed,2021-02-23T15:11:31Z,Food Labels (C),Fail,Label to properly identify all bulk food storage bins wher needed,709 E Broadway,South Boston,MA,2127
SEAPOINT RESTAURANT,Coleman Mannion  Pres. Bayside Club,Coleman Mannion Pres.,Bayside Club,20484,2012-03-28T11:36:02Z,2020-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T15:25:53Z,Nonfood-Contact Surfaces (C),Pass,Clean behind and in between all cooking equipment on the line from visible grease and grime,367   EAST EIGHTH,SOUTH BOSTON,MA,2127
SEAPOINT RESTAURANT,Coleman Mannion  Pres. Bayside Club,Coleman Mannion Pres.,Bayside Club,20484,2012-03-28T11:36:02Z,2020-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T15:25:53Z,Ventilation Hood Systems  Adequacy (C),Pass,Hood is loud  expired sticker - address as discussed,367   EAST EIGHTH,SOUTH BOSTON,MA,2127
SEAPOINT RESTAURANT,Coleman Mannion  Pres. Bayside Club,Coleman Mannion Pres.,Bayside Club,20484,2012-03-28T11:36:02Z,2020-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-04-08T15:25:53Z,Wall and Ceiling Coverings and Coatings (C),Pass,Resurface all compromised areas of the walls of the kitchen where needed,367   EAST EIGHTH,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,(A) Certified Food Protection Manager (C),Pass,Expired certificates on site   address,558   EAST THIRD,SOUTH BOSTON,MA,2127
SHANNON'S TAVERN INC,Bowen John J,Bowen,John J,18482,2012-02-13T14:05:34Z,2021-12-31T23:59:00Z,Active,FS,Eating & Drinking,HE_Pass,2021-03-18T15:33:17Z,Ice (P),Pass,Clean aound the lid of the ice machine as well as inside and around the perimeter from all visible soils,558   EAST THIRD,SOUTH BOSTON,MA,2127
